lsoa,names,unemployment_rate,couple_household_without_dependent_children,lone_parent_household,ethnic_white,ethnic_black,tenurec_owned_outright,tenurtc_social_rented,good_health,bad_health
E01002574,Hounslow 001D,2.7,27.3,7.6,81.5,1,29.9,7.3,89.6,2.7
E01002575,Hounslow 001E,3.6,26.2,5.1,82.1,2.3,30.7,6.8,90.3,1.9
E01002562,Hounslow 003A,7.9,25.3,16,67.4,9.1,20.7,41.5,80,7.3
E01002564,Hounslow 003B,7.6,20.8,18.5,64.7,11.5,12.9,40.8,82.8,5.7
E01002566,Hounslow 003C,8,17.8,16.7,53,16.3,6.5,59.9,80.4,7.2
E01002568,Hounslow 003D,10.3,20.2,22.4,58.6,14.4,6.4,54.4,83.3,5.4
E01033081,Hounslow 003F,6.2,24.3,12.9,68.7,6,9.4,28,87.4,3.8
E01033082,Hounslow 003G,5.8,21.1,8.6,73.8,6,25,25.3,81.2,6
E01002620,Hounslow 004A,9.8,17.9,14.6,31.2,8.5,17.8,29,82.5,5.9
E01002625,Hounslow 004B,6.9,26.4,11.4,15.2,4.3,29.9,5.1,82.1,4.9
E01002626,Hounslow 004C,8,27.6,9.2,23.1,5.5,30.4,10.2,81.5,5.3
E01002627,Hounslow 004D,11.3,14.8,21.3,25.3,14.6,13.1,45.5,80.1,6.9
E01002631,Hounslow 004E,6.3,22,13.4,17.3,5.7,21.4,8.8,83.5,4.9
E01002633,Hounslow 005A,10,15.6,19.3,38.3,12.4,12.8,56,79.3,6.1
E01002634,Hounslow 005B,13.1,16.5,24.9,32.7,15,8.1,59,80.8,6.3
E01002637,Hounslow 005C,11.1,16,15.3,12.5,15.4,17.6,40.3,81.6,6.3
E01002638,Hounslow 005D,9.9,20.6,18.4,24.2,11.2,17.9,40.5,80.2,5.9
E01002563,Hounslow 006A,5.2,29.8,7.6,67.2,6,33.5,7.1,86.3,3
E01002565,Hounslow 006B,3.5,21.6,8.9,74.2,7.8,15.4,29.9,87,3.3
E01002567,Hounslow 006C,4.9,26.4,8.2,80.3,4.2,20.8,14.6,86.6,4
E01002684,Hounslow 006D,6,26.3,11.9,68.2,7.2,15.4,24.6,86.5,4.6
E01002686,Hounslow 006E,9.1,20,16.2,68.4,10.9,10.7,53.6,80.4,6.7
E01002571,Hounslow 007A,3.7,30.1,7.5,84.2,2.2,31.4,4.4,90.7,2
E01002572,Hounslow 007B,9.5,16.2,17.6,68.3,12.8,10.6,52.1,81.7,5.6
E01002577,Hounslow 007C,2.9,29.5,6.4,79.1,3.9,28.5,11.2,90.4,2.7
E01002578,Hounslow 007D,4.4,29.1,7.2,80.8,1.6,32.7,15.4,87.2,3.6
E01002689,Hounslow 007E,6.1,20.5,9.7,75.7,7.9,27.3,31.2,82.1,6.1
E01002690,Hounslow 007F,4.2,27.9,7.8,84.4,3.1,30.4,15.2,89.3,2.8
E01002576,Hounslow 008A,5.8,21.4,14,74.7,7.4,20.2,33.3,84.8,4.9
E01002579,Hounslow 008B,3.4,29.4,6.4,84.1,2.1,33,14.1,87.7,3.4
E01002580,Hounslow 008C,4.8,19.1,8.4,78.3,7.1,12.6,30.2,83.9,5.1
E01002581,Hounslow 008D,3.3,24.8,8.4,81.6,3.1,19.5,10.7,89.4,2.6
E01002582,Hounslow 008E,3.2,23.5,7.2,87.5,2.6,28.2,15.9,89.1,2.8
E01002675,Hounslow 009A,5,28.3,9.8,49.7,5.9,26.5,11.4,88.3,3
E01002678,Hounslow 009B,4.4,30.5,7.2,40.6,3.1,29.7,1.5,86.7,3
E01002679,Hounslow 009C,4.1,28,7.6,49,2.2,32.7,4.8,86.7,3.8
E01002680,Hounslow 009D,7.9,25.4,7.6,48.6,4.4,27.1,7.4,86.4,3.7
E01002619,Hounslow 010A,8.2,23.6,10.4,19,3.6,30.8,14.1,81.7,5.8
E01002622,Hounslow 010B,6.7,23.4,8.9,21.3,3.9,23.6,16.5,83.9,4.2
E01002632,Hounslow 010C,5.5,24.4,10,21.6,4.6,28.1,17.6,83.2,5.1
E01002635,Hounslow 010D,8,26,10.9,18,4.8,30.2,8.4,80.7,5.7
E01002636,Hounslow 010E,8.7,27.6,14.3,20.6,5,28.1,12.2,81.4,5.6
E01002618,Hounslow 011A,4.8,29.1,11.3,18.7,1.9,35.2,3.3,82.7,5
E01002621,Hounslow 011B,7.9,20.5,14.3,26.1,6.7,18.9,24.4,82.4,6.1
E01002623,Hounslow 011C,7.8,21.1,16.3,21.1,6.9,21.1,27.3,79.8,7.1
E01002628,Hounslow 011D,5.6,24.7,10.3,25.1,4.1,30.2,5.8,84,3.6
E01002629,Hounslow 011E,6.8,20.4,13,25.4,8.4,21.1,22.7,84,4
E01002630,Hounslow 012A,6,22.3,9.1,25.5,5.3,27.6,6,85.3,4.4
E01002639,Hounslow 012B,5.7,29.6,7,25.7,2.1,36.8,1.2,85.3,3.5
E01002640,Hounslow 012C,5.6,19.5,8.8,17.9,2.8,30.5,2.7,86.9,3.4
E01002674,Hounslow 012D,3.5,25.6,7.3,40.5,3.7,33.1,1.6,86.7,3.5
E01002676,Hounslow 012E,5.7,31.8,7.7,29.4,1.9,37.6,0.7,84.4,3.8
E01002583,Hounslow 013A,6.8,25.8,11.1,19.9,6.9,31.4,8,82.9,5.3
E01002584,Hounslow 013B,7.4,19.9,14.6,17,4.6,24.5,8.5,82,5
E01002585,Hounslow 013C,6.2,18.9,18.3,28.5,8.1,22,23.4,82.9,5.6
E01002586,Hounslow 013D,7.1,25.4,10.1,16.8,3.9,34.4,2.6,81.8,3.9
E01002589,Hounslow 013E,8.3,17.7,17,26.6,12.4,14.6,36.9,83,5.6
E01002668,Hounslow 014A,5.4,26.6,9.3,68.8,7,14.6,17.4,85.8,4.5
E01002669,Hounslow 014B,8.2,22.6,21.2,69.1,7.3,11.1,42.2,80,6.8
E01002681,Hounslow 014C,6.2,21.7,16.3,56.3,10.7,14.3,34.5,86.1,4.7
E01002682,Hounslow 014D,4.9,24.6,13.2,63.4,6.6,16.6,25.2,86,4.2
E01002683,Hounslow 014E,4.2,24.6,9,66.4,5.3,20,11,88.3,3
E01002642,Hounslow 015A,6.4,18.1,9.8,24.4,4.7,13.6,16.9,85.7,3.7
E01002643,Hounslow 015B,6.2,22.1,10.4,43.6,7.2,23.6,27.6,80.7,5
E01002645,Hounslow 015C,8.2,20.1,8.4,37.8,7.6,16.4,26,83.2,5.1
E01002658,Hounslow 015D,4.1,33.5,8.4,74.9,4.3,35.5,3.2,87.3,2.4
E01002677,Hounslow 015E,6.7,22.1,10.7,60.5,6.8,20.9,18.6,86.6,4.7
E01002587,Hounslow 016A,7.1,21.5,13.6,24.2,6.9,23.5,22.6,81,5.4
E01002588,Hounslow 016B,12.6,16.5,24.2,48.9,18.6,3.8,80.4,77.6,8
E01002660,Hounslow 016C,6.3,25.3,7.5,19.9,3.4,22.6,14.4,83.9,5
E01002661,Hounslow 016D,6.1,25.3,8.7,12.9,2.8,36.9,3.7,81.1,6.5
E01002665,Hounslow 016E,5.9,18.7,13.7,26.1,6.7,18.5,36.5,81.2,6.9
E01002624,Hounslow 017A,7.5,26,12.1,27,4.5,20.8,19.8,81.2,4.9
E01002646,Hounslow 017B,9.8,17,17,26.3,8.7,11.8,36.2,82.4,6.2
E01002662,Hounslow 017C,5.4,22.5,9.4,24.6,2.2,30,5.4,86.7,3
E01002663,Hounslow 017D,6.9,18.8,11.1,28.9,6.8,15.6,36.4,80.7,6.8
E01002664,Hounslow 017E,6.9,18.1,11.4,30.2,7.7,12.2,19.3,81.2,5.4
E01002641,Hounslow 018A,7.1,20.6,14,29.4,4.5,23.1,24.6,83.2,4.5
E01002648,Hounslow 018C,7,20.1,11.9,29.7,5.3,17.6,13.7,86.4,4.4
E01002649,Hounslow 018D,4.9,21.1,13.7,39.3,7.1,15.2,15.8,84.4,4.8
E01002657,Hounslow 018E,4.7,30.8,10.6,56.8,3.5,30,3.8,85.8,3
E01033083,Hounslow 018F,4.9,20.2,5.4,15,2.8,3.4,9.6,94.5,1.2
E01033084,Hounslow 018G,8.7,21.8,13.3,35.3,6.6,9.9,14.7,89,2.9
E01002653,Hounslow 019A,5.5,26.6,9,31.2,4.7,34.7,2.4,83.1,4.7
E01002654,Hounslow 019B,6,28.8,9.4,51.5,4.5,29.9,3.6,85.5,4
E01002655,Hounslow 019C,5.9,28,9,51.3,3.2,32.6,2.7,86.8,3.2
E01002656,Hounslow 019D,5.6,30.5,11.5,69.5,3,38.4,7.9,82.5,4.9
E01002659,Hounslow 019E,5.6,26.2,12.9,59.4,5.9,27.6,13.5,82,4.5
E01002667,Hounslow 020A,6,28,13.1,71.8,6.5,16.7,30,83.3,5.1
E01002670,Hounslow 020B,6.4,25.8,11.2,72.3,5.7,23.9,10.5,85.2,4.5
E01002671,Hounslow 020C,5,30.8,12.7,82.6,3.9,27.5,21.5,84.9,4.6
E01002672,Hounslow 020D,7.9,24.3,12.2,49.3,18.8,6,44.2,82.8,6.2
E01002673,Hounslow 020E,9.6,11.4,28.7,40.3,22.8,3.1,81.5,80.5,7.3
E01002647,Hounslow 021A,10.2,20.2,16.6,29.8,8.5,13.3,28,85.3,4.2
E01002650,Hounslow 021B,6.6,18.4,14.9,21.6,9.2,14.6,22,84.6,4.5
E01002651,Hounslow 021C,5.3,19.8,10.9,20.2,5.8,26,11.6,83.8,5
E01002652,Hounslow 021D,7.8,23.3,9.1,24.9,4.5,28.9,8.1,82.9,4.6
E01002666,Hounslow 021E,8.4,23.6,17,25.7,4.8,29,9.8,81.1,5.6
E01002555,Hounslow 022A,5,27.5,11,52.6,4,28.8,6.9,85,4.1
E01002556,Hounslow 022B,5.5,26.9,11.1,61.5,6.8,24.4,14.4,81.1,4.7
E01002590,Hounslow 022C,5.2,24.8,14.9,66.9,6.1,23,20.7,81.3,5.2
E01002592,Hounslow 022D,5.8,21.2,16.2,57.7,7.8,18.4,29,79.7,5.6
E01002595,Hounslow 022E,6.5,23,15,63,7.2,17,33.6,80.4,5.5
E01002557,Hounslow 023A,5.9,26,10.9,68.2,5.4,20.5,25.8,81.1,5
E01002558,Hounslow 023B,9.2,24.5,15.5,65.7,9,15.1,34.4,82.2,5.7
E01002559,Hounslow 023C,5.6,25,13.1,65.5,8.4,12.4,28.2,83.5,4.5
E01002560,Hounslow 023D,7.7,29.1,15,70.3,4.9,21.6,28.3,77.8,7.9
E01002561,Hounslow 023E,8.3,20.7,23,67.7,9.1,2.5,53.7,84.6,4.2
E01002591,Hounslow 024A,5.4,26.8,16.6,71.5,4.2,24,27,79.5,4.5
E01002593,Hounslow 024B,5.1,28.3,7.9,61.5,4.6,31.2,13.7,77.1,9.8
E01002594,Hounslow 024C,7.4,24.3,15.3,47.7,5.2,30.4,8.9,84.3,3.8
E01002611,Hounslow 024D,6.1,27.4,14.9,68.5,5,28.3,19.5,84.6,4.6
E01002612,Hounslow 024E,6.7,22.6,16.3,65.9,5.8,22.3,29.6,81.1,5.1
E01002613,Hounslow 024F,6.5,27.4,12.6,63.5,4.7,24.5,15.6,82.7,4.6
E01002598,Hounslow 025B,8.2,19.7,18.3,67.9,7.8,14.5,30.7,84,4.5
E01002599,Hounslow 025C,7.3,22.7,18.1,70.1,7,17.9,32.5,83.8,3.9
E01002600,Hounslow 025D,5.9,28.3,16,73.2,7.6,18.8,32.3,82.7,4.8
E01002603,Hounslow 025E,7,21.6,20.3,62.6,8.8,10.1,30.3,87.6,4.8
E01033000,Hounslow 025F,9.2,13.9,23.2,57,16.8,3.9,74.1,83.9,4.5
E01033030,Hounslow 025G,6,24.6,9.8,39.2,5.5,2.2,16.6,92.7,1.9
E01002604,Hounslow 026A,12.7,12.4,28.7,60.6,15.5,4.4,72.4,83.2,5
E01002605,Hounslow 026B,7.8,21.6,13.7,68.2,6.3,19.3,32,80.6,5.8
E01002606,Hounslow 026C,12,18.9,19.5,65.9,10.3,8.5,64.7,78.1,6.9
E01002607,Hounslow 026D,5.6,24,16.3,63.9,8,24.7,18.2,84.3,4.7
E01002615,Hounslow 026E,7.1,19.8,19,59.7,8.6,8.9,58.3,78.5,7.2
E01002596,Hounslow 027A,5.5,20.1,13.7,60.2,13.2,6.7,15.7,88.2,2.8
E01002601,Hounslow 027B,4.5,27,14.6,70,5.9,14.8,8.9,89.4,2.8
E01002602,Hounslow 027C,4.4,30.3,9.4,85.9,3.1,28.4,5.1,85.9,3.7
E01002614,Hounslow 027D,5.7,25.5,13.7,69.9,4.5,22.8,8.8,84.5,3.6
E01002616,Hounslow 027E,5.9,30.5,12.5,77.8,5.6,37.2,13.1,82.8,5.5
E01002608,Hounslow 028A,8.3,23.4,18.2,68.1,7.7,18.8,37.4,80.5,6.3
E01002609,Hounslow 028B,6.1,29.8,9.6,77.4,3.7,29.8,8.1,84.2,4.5
E01002610,Hounslow 028C,7.9,23.4,19,69.5,7.1,21,42.1,81.9,4.9
E01002617,Hounslow 028D,3.9,33.2,10.9,80.1,4.2,33,6.4,85.3,3.5
E01002687,Hounslow 029A,4.4,26.3,6.1,81.6,2.2,21.9,9.7,87.9,2.8
E01002691,Hounslow 029B,4.2,23,8.3,66,4.8,33,1.9,85.7,4.3
E01002692,Hounslow 029C,5.4,24.9,8.3,71.2,5.3,17.3,19.6,87.3,4
E01002693,Hounslow 029D,3.4,23.3,6.2,79.9,3.4,30.4,16.2,80.8,4.8
E01032573,Hounslow 029E,3.6,28.4,4,79.4,3.3,25.2,6.2,89.7,2.7
E01003006,Kingston upon Thames 001A,3.9,28.8,10.3,79.5,0.9,33.7,7.9,85.1,3.5
E01003007,Kingston upon Thames 001B,3.5,31.7,8,81.4,0.7,37.3,4.6,88.6,2.4
E01003008,Kingston upon Thames 001C,2.5,28,8.2,81.2,1.4,39.5,0.8,89.2,2.1
E01003009,Kingston upon Thames 001D,4,27.3,9.2,81.3,2.1,29.4,14.9,87.4,3.6
E01003010,Kingston upon Thames 001E,3.9,30.7,7.4,87.9,0.5,38.1,6.3,90.9,1.9
E01002952,Kingston upon Thames 002A,2.7,36,6.2,67.4,1.9,50.8,1,88.5,2.7
E01002953,Kingston upon Thames 002B,2.9,29.8,5.5,60.9,2.6,40.6,2.6,87.9,3.9
E01002955,Kingston upon Thames 002C,4.6,27.9,7.4,60.9,3.3,30.8,4.3,85.4,3.7
E01002956,Kingston upon Thames 002D,2.1,32.5,10.3,66.1,3.5,40.7,7.3,86.9,3.4
E01002959,Kingston upon Thames 002E,3.9,36.5,4.6,62.2,2.9,49.9,0.4,88.9,2.7
E01002935,Kingston upon Thames 003A,3.4,28.6,5.2,75.8,1.5,17.8,5.4,90.7,2.4
E01002938,Kingston upon Thames 003B,3.4,27.4,7.5,84.2,1.6,31.5,8.4,90.5,3
E01002951,Kingston upon Thames 003C,5.5,31.3,8.2,77.6,1.8,33.2,3,89.8,2.3
E01002954,Kingston upon Thames 003D,4.6,20.4,9.2,64.2,3.9,23,14,81.5,3.9
E01002957,Kingston upon Thames 003E,7,14.8,16.4,54.6,8.2,12.3,42.8,86.2,3.3
E01002933,Kingston upon Thames 004A,6,19.3,11.3,81.4,1.9,15.9,36.1,83.8,5.1
E01002934,Kingston upon Thames 004B,3.2,29.3,5.9,83.4,1.3,25.4,6.9,91.8,2.3
E01002937,Kingston upon Thames 004D,3.1,24.8,4.8,84.4,1.8,27.3,4.3,91.8,1.5
E01003011,Kingston upon Thames 004E,4.5,30.3,7.4,83.3,1.1,35.6,7.1,88.7,2.9
E01033568,Kingston upon Thames 004F,4.5,26.3,11.3,61.4,3.2,8.9,15,91.1,2.7
E01033569,Kingston upon Thames 004G,3.4,26.3,8,75.7,2.3,16.4,7.6,92.2,2.3
E01002964,Kingston upon Thames 005A,4.3,17.8,8.2,76,4.8,10.4,33.9,84.9,4.2
E01002969,Kingston upon Thames 005B,12.1,15.1,21.2,55,10.2,4.6,78,78.6,7.7
E01002971,Kingston upon Thames 005C,3.8,25.5,7,80.7,4.3,20,14.5,87.8,3.6
E01002972,Kingston upon Thames 005D,5.7,25.8,8.5,73,3.4,16.1,14.9,87.2,3.2
E01002974,Kingston upon Thames 005E,4.8,26,9.5,71.3,5,22.3,22.7,86.5,3.7
E01002932,Kingston upon Thames 006A,9.8,17.4,17.7,63.8,5.7,11.1,40.9,82.5,6.6
E01002960,Kingston upon Thames 006B,3,31.2,6.3,58.9,1.5,35.9,4.4,86.9,3
E01002962,Kingston upon Thames 006C,6.9,27.2,13.9,62.8,3,25.4,21.9,81.6,5
E01002970,Kingston upon Thames 006D,7.7,20.9,16.7,71.2,4.2,15.8,27,83.3,4.6
E01002973,Kingston upon Thames 006E,8.7,22.6,17,61.2,5.4,15.5,27.7,83.3,5
E01002929,Kingston upon Thames 007A,3.9,33.7,6,76.3,1.2,43.3,3.1,88.5,2.3
E01002930,Kingston upon Thames 007B,4.7,25,10.7,65.3,3.3,24.2,8.5,84.9,4.4
E01002931,Kingston upon Thames 007C,3.8,29.7,9.2,65.4,1.5,34.7,3.1,86.9,3.6
E01002963,Kingston upon Thames 007D,4.8,23,7.9,67,1.9,21.5,9.2,87.2,2.9
E01002985,Kingston upon Thames 007E,5.2,22.4,9.3,43.8,2.3,28.7,7.5,85.3,3.8
E01002927,Kingston upon Thames 008A,5.1,27.7,7.7,68,2.2,36,9,82.6,4
E01002928,Kingston upon Thames 008B,3.7,24.7,8.3,66.5,1.7,32.4,3,82.3,5.4
E01002958,Kingston upon Thames 008C,4.2,28.7,8.6,79.8,1.4,29.6,3.9,89,2.7
E01002961,Kingston upon Thames 008D,2.9,32.5,6.4,67.8,1,42.4,2,87.6,2.9
E01002986,Kingston upon Thames 008E,5.8,30.4,8.3,63,1.3,38.9,11.7,81,5.4
E01002965,Kingston upon Thames 009A,3.9,22.9,7.4,74.4,2.8,20.8,13.4,87.5,3.7
E01002967,Kingston upon Thames 009B,3.2,30.7,5.3,82.6,1.8,26.5,3,88.3,3.6
E01002968,Kingston upon Thames 009C,4.2,21.5,4,68.8,3.2,17.5,6.3,90.7,2.3
E01002990,Kingston upon Thames 009D,4.2,29.2,3.1,79.9,1.3,17.6,5.8,89.2,2.1
E01002991,Kingston upon Thames 009E,3.1,29.4,3.4,82.1,1.7,25.6,3.4,90.4,2.4
E01002922,Kingston upon Thames 010A,3.1,31.2,4.6,86.2,0.7,30.6,13.1,87,3.6
E01002926,Kingston upon Thames 010B,3.8,27.8,8.6,83.8,2.3,34.9,2.2,87.6,2
E01002966,Kingston upon Thames 010C,4.5,23.4,7.5,86.3,1.6,24.2,8.9,88.2,3.7
E01002992,Kingston upon Thames 010D,2.7,28.3,6.8,75.6,5,24.9,6.4,90.7,1.5
E01002921,Kingston upon Thames 011A,5.5,23.8,4.8,76.6,1.9,13.5,14.5,85.1,3.7
E01002987,Kingston upon Thames 011B,7.6,21.9,4.9,76.3,4.9,16.6,12.7,81.8,6.7
E01002988,Kingston upon Thames 011C,3.2,30.8,7.9,74.4,5.7,19.8,9.6,90.3,1.7
E01002989,Kingston upon Thames 011D,2.4,37.6,4.3,84.5,1.1,19.1,2.9,92.8,1.2
E01002975,Kingston upon Thames 012A,4.4,32.9,11.2,50.5,2.3,37.7,5.8,85.4,3.4
E01002977,Kingston upon Thames 012B,7.1,27.8,14.8,67.8,3.2,26.5,32,82.1,4.9
E01002980,Kingston upon Thames 012C,4.2,40.7,8.9,62.3,1.5,43.2,1.5,83.7,3.4
E01002981,Kingston upon Thames 012D,3.6,33,7.3,54,2.1,40.3,1.9,84.9,3.2
E01002984,Kingston upon Thames 012E,4.3,26.8,7.5,60.7,2.2,31.8,22.8,81.8,4.9
E01002923,Kingston upon Thames 013A,7.5,17.5,11.2,74.6,5.1,7.2,57.5,75,8.2
E01002925,Kingston upon Thames 013B,3.6,27,5.5,84,1.9,15.2,7.9,86.3,4.5
E01002993,Kingston upon Thames 013C,2.5,29.1,5,82.3,2,24.5,5.5,87.6,2.6
E01002995,Kingston upon Thames 013D,2,38.4,3.3,79.7,1.1,36.4,1.2,85,5.6
E01002999,Kingston upon Thames 013E,6.6,26.9,5.5,76.5,3.5,16.6,12.8,88.2,2.8
E01002915,Kingston upon Thames 014A,4.4,42,6.1,67.9,2.1,43.2,1.9,84.9,2.8
E01002916,Kingston upon Thames 014B,4.6,37.1,5.4,72.3,1.4,44.4,1.7,85,3
E01002917,Kingston upon Thames 014C,3.9,38.2,6.4,78.8,1,47.7,0.2,86.3,3
E01002920,Kingston upon Thames 014D,3.1,35.1,3.9,81.4,1.1,40,5.2,86.8,3.7
E01002924,Kingston upon Thames 014E,3.9,40,5.7,86.2,1.1,47.7,1.1,87,2.8
E01002976,Kingston upon Thames 015A,3.3,34.2,8.4,80.8,1.8,37.6,3.7,86.9,2.8
E01002978,Kingston upon Thames 015B,4.7,38.5,7,72.1,1.2,42.4,3.2,87.6,2.8
E01002979,Kingston upon Thames 015C,3.4,35,8,78.1,1,35.5,5.7,87.5,2.8
E01002982,Kingston upon Thames 015D,3.1,34,9.3,63.3,1.9,43.1,7.9,80.6,5.2
E01002983,Kingston upon Thames 015E,3.7,36.3,7.4,68.6,1,46.2,3.2,85.8,3.1
E01002994,Kingston upon Thames 016A,4.1,37,5.6,81.3,3.2,32.9,3.2,84.9,3.9
E01002996,Kingston upon Thames 016B,2.6,28.2,6.6,85.2,2.4,26.3,2.4,88.1,2.9
E01002997,Kingston upon Thames 016C,3.5,29.9,4.3,83.8,1.2,29.8,3.4,87.1,2.7
E01002998,Kingston upon Thames 016D,4.5,24.2,17.8,78.3,4,20.4,22.9,85.9,3.9
E01003002,Kingston upon Thames 016E,5.8,25.7,10.2,77.1,2.6,19.9,24.1,83.5,4.3
E01002918,Kingston upon Thames 017A,4.9,24.9,15.9,65.7,2.2,26.3,3.6,86.6,2.7
E01002919,Kingston upon Thames 017B,6.1,25.1,14.2,57.2,6.2,23.8,14.1,84.5,4.3
E01003000,Kingston upon Thames 017C,5.2,27.1,14.8,69.9,1.9,24.9,22.7,81.6,4.7
E01003001,Kingston upon Thames 017D,3.8,28.4,11,62.7,1.7,34.6,1.6,84.3,3.6
E01003003,Kingston upon Thames 017E,4.8,26.1,11.5,68.9,2.1,29.3,3.3,86.9,3.7
E01002939,Kingston upon Thames 018A,4.8,26.3,10.9,80.2,3.2,26.9,12.7,84.2,4.1
E01002941,Kingston upon Thames 018B,4.1,32.8,7.5,87.7,1.5,38.2,11.6,79.5,5.2
E01002942,Kingston upon Thames 018C,3.1,37.7,9.6,89.9,1.4,42,5.9,81.8,4.8
E01003004,Kingston upon Thames 018D,4.7,29.8,11.8,75.2,3.8,34,4.7,85.2,2.5
E01003005,Kingston upon Thames 018E,3,33.3,10.7,84.3,1.9,33.7,3.9,85.7,3.7
E01002944,Kingston upon Thames 019A,4,31.5,13.2,81.7,3.2,28.1,11.2,86.5,2.9
E01002945,Kingston upon Thames 019B,3.2,31.5,10.4,90.7,1.3,28.2,5.8,86.1,2.7
E01002946,Kingston upon Thames 019C,4.7,37.3,12.4,90,0.8,35.5,2.5,84,3.7
E01002947,Kingston upon Thames 019D,3.2,37.2,8.9,90.3,0.6,37.5,2.8,87,2.3
E01002940,Kingston upon Thames 020A,5.3,26.8,16.6,83.9,1.9,29.3,21.2,83.3,4.7
E01002943,Kingston upon Thames 020B,5.3,29.2,15.2,87,1.9,28.8,26,82.3,5.1
E01002948,Kingston upon Thames 020C,4.5,29.3,12.8,81.8,3.1,25.1,17.9,83.2,4.9
E01002949,Kingston upon Thames 020D,4.4,32.5,9,83.3,1.5,33.4,7.8,86,3.3
E01002950,Kingston upon Thames 020E,5.8,24.6,15.3,88.5,2.6,21.4,29.3,82.9,4.5
E01003472,Merton 001A,2.8,28.1,5.2,85.3,0.7,36.2,0.8,91.2,1.8
E01003473,Merton 001B,2.8,28.5,5.3,78.7,1.7,31.3,1,88.7,3
E01003474,Merton 001C,2.9,32.3,2.9,87.9,1.1,40.4,2.1,92.8,1.6
E01003475,Merton 001D,4.5,25.1,12,71.1,6.8,15.2,16.8,89.8,3.3
E01003478,Merton 001E,1.8,25.4,4.8,83.9,1.1,27.4,1.8,89.7,2.7
E01003460,Merton 002A,3.5,32.1,5,89,1.5,37.3,13.3,88.1,3.3
E01003462,Merton 002B,3.3,32.6,5.3,84.4,1,43.1,9.8,87,2.9
E01003464,Merton 002C,3.3,32.4,5.6,75.2,0.9,50.7,4.9,84.9,3.9
E01003465,Merton 002D,1.9,40.9,4.7,83.8,0.2,54.4,1.3,90.4,2.2
E01003400,Merton 003A,2.8,30.5,4.2,78.9,2.2,19.7,6.1,91.7,1.4
E01003454,Merton 003B,2.6,29,4.9,79.4,2.7,25.7,8.7,85.5,5.1
E01003456,Merton 003C,4.9,27.7,3.9,78.4,3.7,21.3,6,89.3,2.9
E01003476,Merton 003D,3.4,23.4,12.2,74.4,7.4,21.4,21.6,89.7,2.9
E01003477,Merton 003E,2.8,30.2,7.5,82.2,1.5,24.4,4.7,90.4,2.5
E01003401,Merton 004A,3,23.3,3.4,75.1,1.6,22.1,14.1,89.1,2.2
E01003402,Merton 004B,2.9,27.9,4.7,73.2,2.1,33.9,5,92,2.1
E01003403,Merton 004C,3.8,31.8,3.9,84.6,0.7,34.8,6.3,87.6,3.6
E01003404,Merton 004D,3.9,27.9,3.5,78.7,1.4,22.4,15.6,87.9,3.6
E01003461,Merton 004E,2.4,35,3.1,87.9,1,33.4,1.3,92.6,1.2
E01003367,Merton 005A,3.8,32.7,6.8,59.4,6.7,14.7,7.5,87.2,3.7
E01003369,Merton 005B,4.8,30.3,7.2,65.6,8.2,15.9,7.4,87.4,3
E01003370,Merton 005C,4.1,25.9,6.3,63.7,7.7,11.7,9.7,88.7,3.6
E01003371,Merton 005D,4.2,28.9,6.9,66.1,8.4,26.7,6.2,86.6,3.7
E01003455,Merton 005E,4.1,30.3,8.1,75.7,5.9,12,10.9,90.8,1.6
E01003359,Merton 006A,3.7,26.2,6.4,71.7,7,16.5,22.2,84.7,4.4
E01003360,Merton 006B,2.7,29.2,3.8,79.6,2.8,21.9,3.1,89.7,2.5
E01003457,Merton 006C,3,28.6,4.3,84.6,1.1,30.2,5.8,90.8,2
E01003458,Merton 006D,2.3,31.2,4,79.8,2.5,22.4,3.3,91.1,2.2
E01003459,Merton 006E,5.3,24.5,12.3,71,8.1,11.7,28.9,84.5,5.1
E01003394,Merton 007A,6.4,23.1,9.4,43.1,15.8,30.2,2.2,84.9,3.7
E01003395,Merton 007B,6.5,30.2,11.3,35.7,24.5,38,1.2,82.2,4.1
E01003396,Merton 007C,5.5,21.5,10.9,40.9,18.1,29.4,2.8,83.5,3.7
E01003397,Merton 007D,6.2,20.5,9,41.8,17.8,31.4,4.8,83.8,4.2
E01003398,Merton 007E,6.9,23.2,13.2,37.4,21.8,30.9,5.5,82.4,4.2
E01003368,Merton 008A,6.3,24,10.6,47.7,15.6,27.2,10.6,81.9,5.7
E01003372,Merton 008B,7.4,19.6,15.6,56.2,17,10.4,38.8,81.7,5.7
E01003393,Merton 008C,7.8,19.2,9,56.1,13,10.5,6.5,88.2,2.9
E01003406,Merton 008D,9.2,18.7,22.8,50.5,21,10.4,34.8,85.5,4.1
E01003407,Merton 008E,5.9,23.6,7.3,56.3,9.2,10.4,6.6,88.5,2.8
E01003355,Merton 009A,3.9,32,4.4,78.4,1.7,17.9,3,89,2.9
E01003356,Merton 009B,2.2,24.1,5.9,76.2,2.1,28.6,6.5,89.3,2.4
E01003358,Merton 009C,4,30.3,4.2,75.3,2.4,21.7,3.6,90.4,2.5
E01003383,Merton 009D,3.5,29.5,4,78.3,1.6,19.8,2.3,93.7,1.4
E01003384,Merton 009E,2.9,31.3,5.3,80.7,1.5,25.4,5.8,91,2.4
E01003442,Merton 010A,2.1,28,6,80.1,2.3,33.5,6.3,85,4.5
