lsoa,names,unemployment_rate,couple_household_without_dependent_children,lone_parent_household,ethnic_white,ethnic_black,tenurec_owned_outright,tenurtc_social_rented,good_health,bad_health
E01000227,Barnet 018E,5.2,30.5,13.3,60.9,7.4,37.6,2.5,83.4,4.9
E01000299,Barnet 019A,5.8,24.9,9.1,56.7,5.1,19.3,5.6,82.5,4.1
E01000300,Barnet 019B,3.6,25.8,7.2,64.1,4.5,26.1,10.9,85,4.3
E01000302,Barnet 019C,7.6,21.2,8.2,56.8,5,19.8,16.9,82.8,5.8
E01000317,Barnet 019D,6.3,22.8,8.8,58.2,4.1,27.1,7.6,81.6,5.6
E01000318,Barnet 019E,6.2,29,10.7,54.9,4.5,38.4,6.1,82.7,4.7
E01000323,Barnet 019F,6.3,24.6,8.2,57.7,8,23.1,4.4,82.1,4.6
E01000276,Barnet 020A,2.9,33.4,4.3,59.5,1.4,43.9,0,89.1,2.2
E01000278,Barnet 020B,3.2,32.7,6.4,55.9,1.8,45.6,1.2,87.6,3
E01000301,Barnet 020C,4.3,28.2,7.4,59.4,2.3,37.5,0.8,85.6,4.1
E01000303,Barnet 020D,4.6,27.4,9.3,57.8,2.4,37.4,3.3,86.5,4.1
E01000304,Barnet 020E,7.7,29.3,10.1,69.2,5,21.7,6,86.6,2.7
E01000130,Barnet 021A,9.9,21.2,22.6,48.7,20.5,10.4,35.4,82.9,5.6
E01000132,Barnet 021B,8.9,13.9,27.5,51.8,15,12.9,42,84.5,4.5
E01000133,Barnet 021C,10,20,21.8,53.1,16.4,14,47.8,77.9,8.1
E01000234,Barnet 021D,5.4,29.2,10,67.9,8.6,30.9,3.1,87.2,2.9
E01000235,Barnet 021E,8,20.4,20.4,57.8,14.9,18.7,31.3,82.6,4.9
E01000156,Barnet 022A,5,21.6,11.3,75.6,5.9,23.2,6.3,87.3,3.9
E01000157,Barnet 022B,7.1,22.9,13.9,75.2,6.4,22.6,12.8,85.1,4.7
E01000163,Barnet 022C,11.5,14.6,19.1,63.2,13.7,9.9,32.3,81.1,6.9
E01000164,Barnet 022D,8.5,16.7,21.6,61.4,11.2,14.8,29.3,82,6.6
E01000165,Barnet 022E,6.1,20.8,12,53.2,6.7,27.7,4,87.7,3.5
E01000315,Barnet 022F,8.9,17.3,24.9,59.5,10.1,15.6,48,77.7,8.6
E01000197,Barnet 023A,6.3,25.2,7.8,63.8,4.8,24.3,1.7,87.3,3.4
E01000295,Barnet 023B,5.7,25.4,5.7,60.5,4,31,3.2,86.3,4
E01000296,Barnet 023C,5.4,27.4,9.7,62.2,3.9,22.1,5.6,85.8,3.9
E01000298,Barnet 023D,4.7,25.2,8.9,64.5,3.3,23.7,7.6,84.3,4.9
E01000125,Barnet 024A,9.2,16.6,18.9,39.5,18.1,8.7,31.1,80.7,6.7
E01000127,Barnet 024B,9.8,19.8,21.6,50,17.7,11.9,43.2,82.5,6
E01000128,Barnet 024C,7.8,21,22,49,16.2,21.3,30,82.8,4.9
E01000129,Barnet 024D,9,12.7,22,47,13.1,9,42.1,79.2,9.2
E01000131,Barnet 024E,5.9,22.6,12.5,45.7,10.2,26.3,12.3,82.8,5.5
E01000134,Barnet 024F,10.9,21.1,18.6,49.7,18.3,14.6,30.6,84.1,4.9
E01000198,Barnet 025A,3.2,24.7,7.7,66.9,6.1,30.2,0.4,89,2.7
E01000199,Barnet 025B,3.2,31.1,4.5,72.5,3.3,47.8,0.9,84,3.6
E01000204,Barnet 025C,6,30,6.7,70.5,3.3,31.4,10.2,86.9,3.1
E01000259,Barnet 025D,6,27.4,11,57.9,5.8,28.3,7.2,86.1,3.9
E01000260,Barnet 025E,6.1,24.4,13.1,56.1,11.9,24.7,6.6,87,3.8
E01000126,Barnet 026A,11.6,16.8,21.8,38.7,26.8,7.2,46,84.3,5.2
E01000151,Barnet 026B,13.8,8.1,23.8,31.4,35.8,4.4,75,83.8,5.2
E01000152,Barnet 026C,12.2,11.2,34.6,36.7,32.4,5.3,69.5,85.4,3.6
E01000153,Barnet 026D,10.5,18.2,22.7,46.1,25.4,8.1,68.7,78.2,7.3
E01000154,Barnet 026E,9.3,18.4,19.6,40.4,27.6,8.6,54.1,79.1,7.9
E01000176,Barnet 027A,7.8,18.5,16.9,63.2,10,11.6,55.6,76.5,7.3
E01000178,Barnet 027B,3.5,23.5,7.6,78.8,4.2,32.9,14.5,84.7,4.6
E01000184,Barnet 027C,9.4,22.7,18.7,56.9,20.4,13.7,51.3,78.9,6.4
E01000297,Barnet 027D,6.1,26.4,9.7,57,7.2,28.3,8.1,84.9,4
E01000316,Barnet 027E,8.1,23.6,15,51.4,10.6,20,13,84.7,5.6
E01000319,Barnet 027F,4.3,28,11.3,69.1,3,30.8,9.3,87.2,4.1
E01000196,Barnet 028A,5.9,24.9,7,64.3,4.9,25.3,2.1,83,4.4
E01000200,Barnet 028B,5.2,28,7,69.6,4.4,41.1,4.5,81.2,4.2
E01000201,Barnet 028C,4.2,37.1,4.6,66.4,4.3,48.2,1.4,86.7,3.1
E01000202,Barnet 028D,3.9,29.9,5.7,71.7,3.6,30.6,2.8,87.4,2.8
E01000203,Barnet 028E,7.4,21.5,13.7,56.3,9,27.4,22,83.9,4.9
E01000177,Barnet 029A,3.5,29.7,7,79.2,4.4,30.1,4.1,88.1,2.3
E01000179,Barnet 029B,4,25.2,6.3,76.6,4.8,21.2,3.8,89.3,2.7
E01000180,Barnet 029C,4.2,22.9,11.2,70.5,5.7,21.2,35.6,81.5,4.7
E01000181,Barnet 029D,5,27.5,6.7,81.1,1.8,29.6,2.8,87.7,3.3
E01000182,Barnet 029E,4,26.5,5.1,81.1,1.8,31.5,3.4,85.9,4.1
E01000185,Barnet 029F,12.2,14.7,22.6,48.8,20.5,6.4,55.4,79.2,6.8
E01000147,Barnet 030A,5.9,28.9,8.1,37.4,5.2,40.3,1.8,84.4,3.7
E01000148,Barnet 030B,9,16.8,15,39.6,16.9,17.1,35.4,81,6.2
E01000155,Barnet 030D,6.6,16.4,10.8,44.8,13.5,9.8,12.4,89,2.9
E01033572,Barnet 030E,5.5,25.4,10.7,41.6,9.3,28.9,6.3,84.3,4.5
E01033573,Barnet 030F,5.2,22.4,10.7,41.4,17.9,4.8,16.5,91.4,2.2
E01000239,Barnet 031A,6.7,20.9,9.8,49.5,12.7,16,9.5,87.3,4.3
E01000240,Barnet 031B,6.3,22.7,11.5,49.6,11,28.2,4,84.7,4.2
E01000241,Barnet 031C,4.4,24.1,6,68.3,4.7,28.6,7.5,86.3,2.9
E01000309,Barnet 031D,5,22.3,8.9,49.3,7.7,28.3,5,86.5,3.7
E01000237,Barnet 032A,3.9,24.3,5,69.9,3.7,26.4,1.5,89.5,2.9
E01000242,Barnet 032B,5.7,27,10.2,70.2,8.5,31.5,17.1,79.7,5.3
E01000243,Barnet 032C,5.3,21.5,7,68.6,3.6,25.5,4.9,85.1,3.9
E01000244,Barnet 032D,4,20.8,8.6,56.3,7.9,25.6,13.9,85.2,4.4
E01000245,Barnet 032E,7.3,15.8,15.7,57.5,11.6,13.1,43.9,82.2,5.8
E01000314,Barnet 032F,5.6,27.7,7.3,48.7,6.8,29.3,1.8,87.2,3.6
E01000183,Barnet 033A,2.9,27.6,6.5,76.6,2.5,33.9,8.2,83,5.6
E01000206,Barnet 033B,4.6,33.1,5.4,75.8,2.6,48.4,3.1,87.9,2.9
E01000207,Barnet 033C,3.9,33.4,6.7,82.6,1.8,40.5,6.2,89,3
E01000208,Barnet 033D,3.7,32.8,6,77.5,1.9,43.8,1.6,87.4,2.9
E01000210,Barnet 033E,3.2,24.3,7.5,78.7,2.7,34.2,2,91.5,2.8
E01000213,Barnet 033F,3.3,34.8,5.8,87.2,1.4,45.4,12.7,92.1,2.1
E01000236,Barnet 034A,6,21.1,7.1,79.6,2,27.2,8.2,87.6,3.9
E01000238,Barnet 034B,7.8,20.5,8.1,66.4,5,24.7,6.5,87.7,3.4
E01000310,Barnet 034C,6.3,27.4,8.6,57.8,5.9,28,7,82.9,5.5
E01000311,Barnet 034D,5,27,6.6,80.5,4.3,39.6,1.1,91.4,1.9
E01000205,Barnet 035A,3.7,28.9,8.6,77.9,3.6,39.9,1.6,90.1,1.9
E01000209,Barnet 035B,3.1,28.9,6.4,89.4,0.9,47.1,12.7,83.3,3.6
E01000211,Barnet 035C,6.4,17.7,9.1,66.8,6.5,22,5.7,85.8,4.1
E01000212,Barnet 035D,2.3,34.4,5.3,81.2,2.5,46.7,2.6,91.3,1.5
E01000216,Barnet 035E,5.8,23.1,5.4,69.7,1.9,28.7,7,86.9,4.1
E01000217,Barnet 035F,4.6,28.6,6.1,80.4,3.9,35.9,1.2,90.3,2.5
E01000150,Barnet 036A,7.1,26.9,11.3,41.6,11.7,29.8,13.8,83.6,5
E01000305,Barnet 036B,8.9,17.9,12.1,40.3,11,24.8,24.8,80.7,5.8
E01000306,Barnet 036C,4.1,25.8,10.4,36.8,6.9,32.4,5.9,83,4.7
E01000308,Barnet 036D,14.7,16,21.2,48.5,18.5,11.1,65,74.7,8.7
E01000312,Barnet 036E,8,16.9,14.2,46.8,11.4,14.8,21.4,82.1,6.2
E01000313,Barnet 036F,6.9,20.7,8.9,40.3,8.5,21.4,9.1,84.4,4.6
E01000145,Barnet 037A,6.9,22.7,8.1,68.3,4.4,33.1,0.7,88.5,2.9
E01000215,Barnet 037B,4.4,23.7,6,73.7,4.2,32.4,8.7,87.8,4
E01000218,Barnet 037C,5,21.8,4.7,72.6,4.2,29.8,2.1,89.4,3
E01000219,Barnet 037D,8.1,21.9,7.9,68.6,3,22.9,2.6,87.6,3.2
E01000220,Barnet 037E,5,17.2,4.7,73.2,2.7,19.2,12.6,81.1,6.7
E01000225,Barnet 037F,4.3,21.4,7.2,78.8,2,27.8,16.3,88.1,3.4
E01000135,Barnet 038A,6.1,28.3,7.4,63.4,4,39.7,1.8,82.9,5.3
E01000136,Barnet 038B,2.7,30.7,6.4,74.9,2.1,48.1,0.5,84.9,3.9
E01000144,Barnet 038C,5.5,23.2,6.1,59.8,3.2,22.6,2,87.8,3.8
E01000146,Barnet 038D,7.5,22.4,7.8,60.7,4.8,20.8,9.1,87.3,3.5
E01000214,Barnet 038E,4,28.3,5.6,72.9,2,29.8,0.6,90.6,1.7
E01000141,Barnet 039A,8.1,15.7,14.6,53.5,14.2,10.3,17.6,85.4,4.4
E01000221,Barnet 039B,11.8,10.7,25.6,44.4,21.9,11.1,59.2,79.1,7.9
E01000223,Barnet 039C,8.6,17.2,19.7,53.8,14.7,16.3,33.9,79.7,6.4
E01000307,Barnet 039D,8.1,22.1,13.2,44.6,12.3,26.2,20.6,81.6,5.4
E01000138,Barnet 040A,6.6,20.3,11.1,58.2,6.8,34.6,6.9,85.1,4.7
E01000142,Barnet 040B,7.3,20.4,12.3,56.1,12,16.7,5.5,83.5,6.1
E01000222,Barnet 040C,9.6,20.6,15.8,47.8,12.3,31.8,12.3,82.9,4.4
E01000224,Barnet 040D,8.7,21.9,11.6,45.5,12.6,36.1,1.5,84.2,3.9
E01000137,Barnet 041A,8.5,15.1,19.4,56.2,15.2,15.5,42.5,78,8.6
E01000139,Barnet 041B,7.5,26.6,6.8,66.8,5.5,37.3,4.6,86.6,3.6
E01000140,Barnet 041C,7.6,17.3,10,65.3,6.5,22.1,10.4,86,5
E01000143,Barnet 041D,9,17.1,18.4,55.6,14.1,14.9,44.8,81.2,7.7
E01000466,Bexley 001A,14.2,17.9,18.4,46.9,38,10.6,50.2,85.1,4.9
E01000467,Bexley 001B,11.9,19.5,17.1,48.1,37.7,10,22.2,88.1,3.7
E01000468,Bexley 001C,8.4,16.2,19.2,36.5,52.1,8,10.9,91.1,2.7
E01000469,Bexley 001D,10.3,21.1,16.1,46.3,41.8,15.8,14.3,86.6,4.8
E01000416,Bexley 002A,9.5,23.8,18,49.1,32.1,24,19.9,83.1,4.8
E01000418,Bexley 002B,6.9,26.5,14.3,59.6,21.9,23.3,20,82.1,5.4
E01000422,Bexley 002C,16.1,12.9,24.8,45.3,37.1,5.9,76.2,82.6,6.4
E01000464,Bexley 002D,11.9,18.9,20.5,52,35.6,11,50.9,81.6,6.3
E01000465,Bexley 002E,15.3,15.7,17.1,58.2,32.4,7.6,63.9,78.7,7.3
E01000470,Bexley 002F,14.3,13.7,26.1,52.3,34.1,8.8,68.5,82.1,5.3
E01000333,Bexley 003A,7.1,20.3,16,84.3,8.6,24.8,19.5,78.3,7.3
E01000335,Bexley 003B,11.1,21.8,19.9,60.7,23.6,18.3,22.7,83.1,5.7
E01000336,Bexley 003C,10.3,15.4,19.9,56.4,23.3,10.8,38,81,6.4
E01000337,Bexley 003D,8,28.1,15.2,74.7,12.7,23.5,11,84.8,3.1
E01000338,Bexley 003E,5.4,23.1,14,74,12.5,24.7,3.6,85.3,4.3
E01000403,Bexley 004A,9.3,22.1,16.2,74,15.6,20,38.4,77.9,6.7
E01000404,Bexley 004B,10.9,18.1,18.7,61.1,28.2,6.2,25.3,87.1,3.9
E01000405,Bexley 004C,9.8,20.9,16.7,67.4,21.5,17,13.6,86.2,4.3
E01000408,Bexley 004D,9.6,24.9,19.3,58.1,17.9,22.5,6,84.3,4.8
E01000332,Bexley 005A,5.8,33.6,13.7,75.9,9.4,42.7,7.5,79.1,6
E01000402,Bexley 005B,8.1,25.5,15.8,78.1,10,20.3,25.5,82.2,5.9
E01000406,Bexley 005C,6.6,23.1,19,65.2,21.1,23.2,5.1,85.1,4.1
E01000407,Bexley 005D,5.4,37.6,8.4,79.1,7.4,46.2,11.3,75,7.6
E01000334,Bexley 006A,4.9,31.9,10.6,78.6,8.9,39.1,5,84.4,4.2
E01000417,Bexley 006B,7.5,34.9,10.5,77.2,10.8,33,19.1,76.6,6.3
E01000419,Bexley 006C,4.2,36,8.4,84.8,4,51,1.3,81,4.6
E01000420,Bexley 006D,3.3,37.1,10.6,86.1,4.1,44.7,3.3,82.3,4.3
E01000442,Bexley 006E,4.5,35.9,9.9,85.7,5,43.6,7.7,80.2,5.5
E01000437,Bexley 007A,5.5,34.1,12.2,86.9,3.9,38.6,7,82.1,4.6
E01000438,Bexley 007B,5.5,32.9,15.5,84.7,6.1,32.9,2.2,85.7,4
E01000439,Bexley 007C,5.5,28,17.9,83.9,7.2,24.4,12.1,84.4,4.1
E01000440,Bexley 007D,3.6,40.2,8.7,84.4,3.2,50.5,1.5,81.2,3.7
E01000441,Bexley 007E,7.4,23.2,20.7,84.6,6.2,21,29.8,82.3,5.6
E01000373,Bexley 008A,16.5,11.3,26.5,64.9,24.5,3.9,77.6,83.4,4.5
E01000429,Bexley 008B,13.9,16.3,20.9,69.1,23.1,6.4,29.3,82.9,4.4
E01000430,Bexley 008C,8.7,25.5,18.3,64.1,28.5,15,20.4,84.8,4.3
E01000431,Bexley 008D,16.1,16.7,25.7,69.5,22,10.3,53.3,81,5.7
E01000432,Bexley 008E,9.5,26.3,16.6,75.7,15.7,23.6,28.1,77.7,6.6
E01000433,Bexley 008F,12,21.1,22.5,73.5,19.1,16.7,41.5,81.1,5.9
E01000434,Bexley 008G,11.1,17.8,26.2,82.4,11.7,9.9,60.7,77.8,7.1
E01000356,Bexley 009A,3.3,42.7,8,84,3.1,53.3,1,79.4,6.4
E01000357,Bexley 009B,3.9,37.7,7.8,84.2,3,42.6,1.4,90.2,2.4
E01000359,Bexley 009C,3.9,40.8,8.2,84.7,4.3,46.5,0.8,84.5,2.7
E01000421,Bexley 009D,3.2,39.8,6.8,87.5,1.8,57.2,0.5,77.4,6.5
E01000450,Bexley 009E,6.7,27.9,11,82,8.1,29.5,19.2,82.3,5.3
E01000451,Bexley 009F,5.2,34.5,11.3,83.2,7.1,34.5,1.6,86.2,3.4
E01000452,Bexley 009G,4.3,32.1,11.7,81.5,4.1,33.1,1.8,88.4,2.6
E01000367,Bexley 010A,11.1,28.3,16.2,81.3,11.4,25.5,31.2,77.8,7.7
E01000368,Bexley 010B,7.2,21.7,23.3,83.1,10,16,41.3,79.6,6.4
E01000372,Bexley 010C,9.4,26.8,18,77.4,11.6,22.8,34.2,78.9,8.8
E01000380,Bexley 010D,5.5,24.7,11.5,90.9,5.6,12.1,41.8,76.9,6.1
E01000435,Bexley 010E,9.1,28,18.9,78.6,15,24.8,30,80.6,6.8
E01000353,Bexley 011A,2.9,45.2,4.4,90.3,2.4,55.7,0.9,80.7,4.4
E01000354,Bexley 011B,5.5,29.7,13.6,84.9,3.9,30.3,22,82,5
E01000355,Bexley 011C,3.3,39.8,8.5,90.3,3.6,52.7,1,79.5,5.8
E01000358,Bexley 011D,3.8,36.7,10.2,88.9,2.4,46.7,2.4,83.8,4
E01000436,Bexley 011E,3.7,42.8,7.8,87.7,2.4,45.4,1.8,84.8,4.2
E01000401,Bexley 013A,6.3,27.6,15.1,82,6.9,24.3,22.1,77.2,7.8
E01000453,Bexley 013B,4.4,37.4,9,85.2,4.7,37.6,1,86.1,2.6
E01000454,Bexley 013C,4.8,30.6,11,82.9,3.3,28,18.6,78.4,6.2
E01000455,Bexley 013D,4.1,35.4,8.8,80.2,4.3,41.7,1.3,85.3,4.4
E01000456,Bexley 013E,3.9,35.9,9.9,84.7,4,41.7,1,86.6,3.8
E01000325,Bexley 014A,4.5,38.9,10.3,93.6,1.8,46.5,0.9,87,2.9
E01000326,Bexley 014B,2.6,34.9,12.9,89.7,5.6,28.3,1.5,87.3,3.1
E01000369,Bexley 014C,5.7,38.5,11.8,89.2,4.9,36.7,6.9,82.1,5.1
E01000370,Bexley 014D,4,40.2,6.8,89.4,3.6,40.7,9.4,81.5,5.1
E01000371,Bexley 014E,3.8,37.5,8.5,91.1,5,37.2,1.7,83,4.1
E01000360,Bexley 015A,5.2,26.1,13.4,85.3,2.5,26.3,1.2,83.1,5
E01000362,Bexley 015B,4.8,35,8.9,88.9,2.7,49.7,4.8,81.5,3.8
E01000365,Bexley 015C,4.7,31.6,10.6,87.9,3.5,39.4,5.1,77.2,5.5
E01000366,Bexley 015D,4.4,32.8,12.4,83.9,1.9,33.3,3.4,84.2,3.8
E01000394,Bexley 015E,2.7,32.1,8.2,87,2.9,41.8,5.8,82.6,5.3
E01000388,Bexley 016A,3.4,39.9,8.7,82,3.8,50.7,1.9,79.2,5
E01000392,Bexley 016B,9.9,19.1,21,75.8,8.7,17.4,26.8,82.4,5
E01000409,Bexley 016C,4.7,39.8,8.6,91.6,1.3,41.4,0.8,87.6,2.6
E01000411,Bexley 016D,4.7,37.4,10.2,85.8,5.6,39.2,0.9,82.7,3.2
E01000414,Bexley 016E,7.2,25.4,11.3,72.6,5.7,38.7,2.4,82.3,5.1
E01000415,Bexley 016F,4.5,42.6,8.4,82.2,3.9,47.1,1.4,86.1,3.7
E01000327,Bexley 017A,3.4,38.7,7.9,91.1,1.2,46,5.3,84.1,3.7
E01000328,Bexley 017B,5.5,38.1,8.2,92.5,2,41.6,6.4,82.8,4.2
E01000329,Bexley 017C,6.7,31.9,13,89.7,3.6,37.5,16.1,82.1,4.6
E01000330,Bexley 017D,6.4,25.8,9.7,89.2,2.7,34.7,14.8,76,6.2
E01000331,Bexley 017E,7.3,30.6,16.5,85.5,5.4,28.2,27.7,77.5,6.5
E01000340,Bexley 018A,3.8,36.7,9.5,91.8,2.4,43.3,0.8,81.2,6.1
E01000395,Bexley 018B,3.9,39.1,7.8,87.2,2.2,45.7,0.2,85,3.4
E01000396,Bexley 018C,3.5,35.5,9.1,84.5,3.1,41.8,0,83.8,4.1
E01000410,Bexley 018D,5.5,32.8,12.1,88.4,5,38,0.7,85.5,3.8
E01000412,Bexley 018E,4.1,31.3,10.8,85.3,5.2,34.5,0.5,86.2,3.8
E01000413,Bexley 018F,5.7,34.3,12.1,87.3,3.8,34.9,0.8,85.2,2.9
E01000374,Bexley 019A,11.3,21.5,22.8,83.1,8.3,15.9,41,79.7,6.8
E01000375,Bexley 019B,8.1,28.8,14.7,88.2,6.4,25.3,21.6,80.9,5.1
E01000376,Bexley 019C,5.5,28.7,11.4,87.3,4,29.7,12,84.5,4.4
E01000377,Bexley 019D,4.4,33.7,9.2,92.7,2.5,37.6,6,81.8,4
E01000378,Bexley 019E,4.9,25.3,10.1,87.4,5.6,24.7,14.9,81.7,5.8
E01000379,Bexley 019F,6.4,27,12.2,89,5.1,28.7,17.8,82.8,5.6
E01000348,Bexley 020A,3.6,44.2,4.6,91.8,1.2,41.1,0.8,86.6,3.4
E01000349,Bexley 020B,3.8,40.8,7.8,89.3,3.6,46,1.4,83.1,4.5
E01000361,Bexley 020C,5.7,30.6,11,90.6,4,35.4,5.3,85.1,2.9
E01000363,Bexley 020D,4,40.2,7.8,84.2,3.5,45.1,1.2,84.5,3.6
E01000389,Bexley 020E,4.3,36,12.5,85.9,1.7,36.7,11.5,83.4,3.9
E01000390,Bexley 020F,3.9,37.3,8.3,82.7,2.6,44.7,5.6,81.2,5
E01000393,Bexley 020G,4.6,33.1,11.1,84.5,4.8,34.7,1.9,82.5,4.6
E01000346,Bexley 021A,3.1,34.6,10.1,91.6,1.5,39.4,1,85.1,4.2
E01000347,Bexley 021B,4.5,28.3,14.6,89.6,2.6,35.1,6,83.6,4.4
E01000350,Bexley 021C,3.8,37.6,10.6,91.9,1.8,41.5,1.3,85.5,3.8
E01000352,Bexley 021D,4.3,29.3,12.6,88.4,2.6,31.8,6.5,84,4.3
E01000391,Bexley 021E,5.2,33.7,14,88.8,4.9,34,6.4,85.7,3.4
E01000341,Bexley 022A,3.7,38,9.5,93.2,1.9,47.2,1.5,84,3.6
E01000342,Bexley 022B,3.9,34,12.4,93.5,0.9,34.5,0.6,84.6,3.4
E01000343,Bexley 022C,5.1,34.2,10,92.7,0.8,37.6,0.5,86.8,3.1
E01000345,Bexley 022D,2.3,37.2,11.5,91.6,1.2,37.8,0.4,87,3.1
E01000460,Bexley 022E,3.5,43.6,6.2,91.5,1.5,40.8,1,91,2.1
E01000364,Bexley 023A,3.5,34.4,11.8,85.7,3.9,43.5,5.8,80.8,4.3
E01000444,Bexley 023B,4.1,45.7,6.1,86,1.1,52.1,0.6,85.8,3.9
E01000447,Bexley 023C,4.4,26.5,9.7,91.2,1.4,30.2,9,84.9,4
E01000448,Bexley 023D,3.6,47.6,4.6,93.9,1.1,53.4,0.6,87.6,2.4
E01000449,Bexley 023E,2.9,37.2,5.9,92.5,1.5,52.9,2.8,81.9,4.2
E01000351,Bexley 024A,3.9,39.1,9.3,91.4,1.4,43.7,0.6,83.5,3.7
E01000443,Bexley 024B,5.4,29.6,11.2,93.6,1.3,32.5,15.9,81.2,5.9
E01000445,Bexley 024C,3.3,39.7,6.6,91.2,1.3,53.3,0.4,83.4,4
E01000446,Bexley 024D,2.8,38.9,9.8,94.1,0.6,32.9,0.8,84.9,3.4
E01000461,Bexley 024E,2.9,43.8,9.8,89.3,2.5,43.9,1.1,87.6,3
E01000339,Bexley 025A,5.3,37.4,11.6,92.6,2.1,33.4,20.1,80.7,5.6
E01000344,Bexley 025B,3.4,33.9,8.7,93.1,2.5,40.6,2,83.5,4.2
E01000423,Bexley 025C,3.4,41.1,5.6,91.9,2.9,45.2,1,84.8,3.8
E01000425,Bexley 025D,4.6,44.1,5.6,93.2,1.2,48.3,1,82.5,5.7
E01000463,Bexley 025E,3.6,35.4,9.5,90.7,2.1,39.2,0.4,85.8,2.7
E01000424,Bexley 026A,3.8,35.3,5.1,92.1,0.9,39.9,4.7,82.9,4.6
E01000426,Bexley 026B,4.9,30.3,10.1,91.8,1.9,29.1,8.4,84.8,3.6
E01000427,Bexley 026C,5.6,28.3,10.3,91.7,1.7,40.8,16.2,80,5.3
E01000457,Bexley 026D,5.1,26.1,8.8,87.4,2.6,32.8,4.4,82.7,5
E01000462,Bexley 026E,3.7,26.6,9.2,89.7,2.9,32.2,10.2,76.4,9.7
E01000382,Bexley 027A,3.4,38,9.7,90.2,2.2,46.7,4.9,85.1,4.2
E01000384,Bexley 027B,5.7,26.4,11.2,93,1.5,30,14.9,82.6,4.7
E01000387,Bexley 027C,4.7,36.4,12.1,90,3,44.5,6.3,82.7,4
E01000428,Bexley 027D,5.9,20.1,10.7,82.8,4.3,22.6,37.8,75.6,7.1
E01000458,Bexley 027E,3.3,34.9,6.3,91.2,1.6,48.5,7.4,84.3,3.8
E01000459,Bexley 027F,5.5,26.1,8.3,90.1,1.6,39.3,16.6,80.7,5.5
E01000381,Bexley 028A,4.3,26.5,12.9,92.1,2.5,24.8,25.6,78.8,6.6
E01000383,Bexley 028B,5,37,11.7,92,2.3,42.2,13,78.5,5.6
E01000385,Bexley 028C,9.3,22.7,21.7,85.7,6.3,16.6,41,79.5,7.3
E01000386,Bexley 028D,11.6,17.3,18.8,79.8,7.6,14.7,48.9,73.8,9.3
E01000398,Bexley 029A,8.5,35.7,13.4,84.9,4.8,33.2,18.5,79.4,6.1
E01000399,Bexley 029B,5.5,36.5,9.9,82.3,6.2,41.8,7.3,80.7,4.8
E01000400,Bexley 029C,5.1,32.9,10,80,5.2,36.9,6.6,82.1,4.4
E01032566,Bexley 029D,9.2,26.6,16.7,81.5,7.6,27.7,25.6,78.3,6.3
E01000587,Brent 001A,6.4,33.2,9.2,29,4.9,40.2,3.3,79.9,8
E01000589,Brent 001B,4.8,30.9,11.1,21.1,8.5,36.8,8.6,82.6,5.5
E01000590,Brent 001C,5.7,26,8.9,38,6.5,36.4,8.5,81.1,4.9
E01000592,Brent 001D,7,27,12,30.5,11.1,32.2,18.3,79.9,5.8
E01000593,Brent 001E,7,25.3,17.2,26.3,17,21.5,21.3,83.8,4.6
E01000594,Brent 001F,6.8,22.6,7.8,23.7,8,30.9,8,83.2,4.4
E01000513,Brent 002A,5.1,27,10.4,37.8,9.6,32.1,5.3,83.6,6.3
E01000514,Brent 002B,5.6,22.2,11.9,41.5,10.6,27.3,5.1,88.7,2.6
E01000516,Brent 002C,5.9,26.1,9.9,40.5,9.5,32.3,3.5,84.9,4.5
E01000520,Brent 002D,8.3,22.9,10.6,43.1,11.7,26.5,15.2,80.9,5.3
E01000588,Brent 002E,8.4,19.7,20.6,27.9,22.8,21.2,35.7,83.2,5.4
E01000515,Brent 003A,11.3,15.4,15,34.7,15.3,14.6,31.5,80.7,5.6
E01000517,Brent 003B,5.5,33.4,7.3,33.1,3.6,42,2.4,84.1,4
E01000543,Brent 003E,7.8,26.2,9.8,21.7,6.5,35.6,11.8,83,5.3
E01000591,Brent 003F,6.7,25.1,9.4,21.5,6.4,28.6,12.3,82.1,5.9
E01033463,Brent 003G,7.6,31.8,9.9,28.8,6.8,42.8,5.8,78.1,6.1
E01000536,Brent 004A,6.5,31.4,7.7,30.5,4.1,42.5,3.3,84.9,3.8
E01000538,Brent 004B,4.6,36.6,6.3,34.7,3.6,44.1,0.4,85.8,3.4
E01000539,Brent 004C,5.5,32.5,8.4,36.9,3.4,41.2,7.5,81.1,4.9
E01000540,Brent 004D,5.9,36.9,8.7,32,3.9,48.6,1.1,82.3,4
E01000541,Brent 004E,4.2,25.1,9.4,26.8,5.8,27.9,8.8,82.9,4.5
E01000518,Brent 005A,8.6,20.5,15.3,36.7,13.5,23.3,23.9,81.6,5.9
E01000519,Brent 005B,7.5,18.8,11.4,32.3,12.8,21.3,16.9,83,4.9
E01000623,Brent 005C,7.8,27.5,10,37.6,9.1,35.7,5.4,83.5,4
E01000624,Brent 005D,5.8,30.1,8.6,38.8,13.1,37.9,3.5,81.3,6.3
E01000629,Brent 005E,6.7,27.4,10.4,35.8,9.8,32.2,4.6,82.1,5
E01000480,Brent 006A,5.3,26.7,8.4,34.6,9.3,35,2.1,85.5,3.8
E01000484,Brent 006B,9.9,15.4,24.3,31.2,29.4,12.5,50.6,76.7,8.3
E01000485,Brent 006C,7.1,21.7,12.5,31.3,14.5,18.9,31.4,80.5,6.7
