population_density,population_density_log
17.6,2.867898902
22.4,3.109060959
33,3.496507561
21.9,3.086486637
13.8,2.624668592
45.1,3.808882247
124.4,4.82350218
31.9,3.46260601
345.7,5.845571347
29,3.36729583
40,3.688879454
21.8,3.08190997
34.2,3.532225644
49.6,3.903990834
18.2,2.901421594
25.7,3.246490992
56.4,4.032469159
22.4,3.109060959
29.8,3.394508394
70.3,4.252771799
101.8,4.623010104
84.6,4.437934267
15.7,2.753660712
20.3,3.010620886
46.2,3.832979798
19.4,2.965273066
25.6,3.242592351
16.2,2.785011242
25.1,3.222867846
15.5,2.740840024
13.8,2.624668592
29.8,3.394508394
29.9,3.39785848
20,2.995732274
24,3.17805383
24.3,3.19047635
23.1,3.139832618
29.2,3.374168709
18.2,2.901421594
37.4,3.621670704
55.3,4.012772909
30.6,3.421000009
123.8,4.81866736
74.9,4.316153891
60.1,4.096009842
38.8,3.658420247
19.7,2.980618636
18.5,2.917770732
151.7,5.021904886
45.4,3.815512105
117.6,4.767289035
16.3,2.791165108
68.9,4.232656178
22,3.091042453
64.6,4.168214411
54.7,4.001863709
63.7,4.154184563
75.5,4.324132656
54.4,3.996364154
34.3,3.535145354
30.3,3.411147713
21.9,3.086486637
45.6,3.819907717
30.7,3.424262655
58.9,4.075841091
40.5,3.701301974
39.5,3.676300672
44.1,3.786459782
47.9,3.869115504
87.2,4.468204331
50,3.912023005
41.9,3.735285827
40.2,3.693866996
117,4.762173935
73.7,4.300002799
98.8,4.593097605
43.1,3.763522997
221.6,5.400873955
39.9,3.686376324
52.9,3.968403339
44.7,3.799973502
21.2,3.054001182
40.1,3.691376334
104.8,4.652053772
57.2,4.046553898
68.5,4.226833745
40.6,3.703768067
77,4.343805422
74.9,4.316153891
217,5.379897354
170.7,5.13990763
134.5,4.901564199
27.9,3.328626689
22.8,3.126760536
27.7,3.321432413
144.6,4.97397131
95.1,4.55492897
59.8,4.091005661
36,3.583518938
204.3,5.319589502
99.8,4.603168183
16.8,2.821378886
11.8,2.468099531
25.2,3.226843995
54.3,3.994524227
31.3,3.443618098
29.1,3.370738174
33.9,3.523415014
33.4,3.5085559
23.8,3.169685581
32.1,3.46885603
57.3,4.048300624
111.1,4.710430697
20.5,3.020424886
17.3,2.850706502
29.3,3.377587516
16.4,2.797281335
18.2,2.901421594
33.8,3.520460802
25.5,3.238678452
45.8,3.824284091
33.2,3.502549876
28.2,3.339321978
14,2.63905733
54.5,3.998200702
33.9,3.523415014
22.9,3.131136911
19,2.944438979
28.8,3.360375387
18.1,2.895911938
50.1,3.914021008
73.3,4.294560609
38.4,3.64805746
54.8,4.003690194
68,4.219507705
48.3,3.877431561
23,3.135494216
67.2,4.207673248
41.1,3.716008122
16.5,2.803360381
31.6,3.453157121
74,4.304065093
29.7,3.391147046
13.7,2.617395833
95.2,4.555979942
27.8,3.325036021
38.3,3.645449896
30.2,3.407841924
14.2,2.653241965
21.2,3.054001182
26,3.258096538
32.8,3.490428515
30.4,3.414442608
9.6,2.261763098
19.9,2.990719732
36.1,3.586292865
54.3,3.994524227
45.3,3.813307032
37.1,3.61361697
27.6,3.317815773
26.8,3.288401888
43,3.761200116
30.4,3.414442608
27.7,3.321432413
18,2.890371758
25.3,3.230804396
28.8,3.360375387
18.7,2.928523524
26.1,3.261935314
16.6,2.809402695
18.6,2.923161581
14.6,2.681021529
22.9,3.131136911
41.2,3.718438256
41.5,3.725693427
100.5,4.610157727
113.5,4.731802837
22.6,3.117949906
15,2.708050201
26.1,3.261935314
21.3,3.058707073
21.4,3.063390922
9.2,2.219203484
29.7,3.391147046
16,2.772588722
15.8,2.76000994
25,3.218875825
17.5,2.862200881
16.8,2.821378886
24.6,3.202746443
15,2.708050201
16,2.772588722
53.9,3.987130478
28.6,3.353406718
18.9,2.939161922
23.9,3.173878459
22.9,3.131136911
17.3,2.850706502
26.6,3.280911216
30.3,3.411147713
22.3,3.104586678
23.4,3.152736022
27.5,3.314186005
14,2.63905733
38.9,3.660994251
26.8,3.288401888
34.9,3.552486829
41.4,3.723280881
40.3,3.696351469
10.9,2.388762789
10.6,2.360854001
47.3,3.856510295
17.3,2.850706502
12.5,2.525728644
50.7,3.925925911
15.1,2.714694744
23.3,3.148453361
17.4,2.856470206
14.2,2.653241965
38.7,3.6558396
19.6,2.975529566
35.3,3.563882964
20.9,3.039749159
22.2,3.100092289
21.4,3.063390922
11.1,2.406945108
13.5,2.602689685
12.3,2.509599262
16.3,2.791165108
9.2,2.219203484
19.4,2.965273066
13.3,2.587764035
14.1,2.646174797
24.4,3.194583132
13.5,2.602689685
11.9,2.4765384
46.4,3.837299459
40.2,3.693866996
30.6,3.421000009
29.8,3.394508394
16,2.772588722
27,3.295836866
15.6,2.747270914
24.7,3.206803244
17.7,2.87356464
11.6,2.451005098
17.8,2.879198457
14,2.63905733
16.5,2.803360381
93.1,4.533674184
15.9,2.766319109
121.8,4.802380355
54.7,4.001863709
72.6,4.284964922
12.2,2.501435952
18.7,2.928523524
19.4,2.965273066
16.3,2.791165108
21,3.044522438
20.4,3.015534901
19.1,2.949688335
21.6,3.072693315
17.1,2.839078464
23.6,3.161246712
30.8,3.42751469
16.1,2.778819272
20.4,3.015534901
10.9,2.388762789
16,2.772588722
25.1,3.222867846
19.6,2.975529566
14.6,2.681021529
8.4,2.128231706
11.1,2.406945108
25.9,3.254242969
13.9,2.63188884
19.1,2.949688335
13.3,2.587764035
28.5,3.349904087
66.6,4.198704578
22.8,3.126760536
15.1,2.714694744
15.4,2.734367509
17,2.833213344
20.3,3.010620886
12.9,2.557227311
44.8,3.802208139
20.3,3.010620886
12.9,2.557227311
15.3,2.727852828
27.8,3.325036021
49.1,3.893859035
25.3,3.230804396
15,2.708050201
13.8,2.624668592
25.1,3.222867846
33.7,3.517497837
11.6,2.451005098
13,2.564949357
15.6,2.747270914
17.6,2.867898902
22.5,3.113515309
34.7,3.546739687
18.1,2.895911938
23.9,3.173878459
28.1,3.335769576
11.5,2.442347035
34.5,3.540959324
24.9,3.214867803
30,3.401197382
30.6,3.421000009
141.4,4.951592753
18.6,2.923161581
15.8,2.76000994
23.6,3.161246712
45.1,3.808882247
16.4,2.797281335
14.6,2.681021529
18.6,2.923161581
1432.8,7.267385851
51.1,3.933784497
39.4,3.673765816
103.2,4.636668853
18.9,2.939161922
15.9,2.766319109
32.8,3.490428515
19,2.944438979
21,3.044522438
33.3,3.505557397
18.2,2.901421594
32.1,3.46885603
21.8,3.08190997
33.4,3.5085559
17.7,2.87356464
15.8,2.76000994
19.6,2.975529566
27.7,3.321432413
22.5,3.113515309
43.3,3.768152635
25.9,3.254242969
18.2,2.901421594
18.4,2.912350665
25.5,3.238678452
21.9,3.086486637
20.8,3.034952987
30.3,3.411147713
26.5,3.277144733
78.4,4.361823927
36.5,3.597312261
25.1,3.222867846
38.6,3.653252276
108.3,4.684905154
570.1,6.345811784
62,4.127134385
146.3,4.985659308
31.5,3.449987546
18.2,2.901421594
19.5,2.970414466
26.8,3.288401888
20.8,3.034952987
95,4.553876892
32.4,3.478158423
189.7,5.245443877
84.3,4.434381865
33.8,3.520460802
264.1,5.576327819
194.6,5.27094617
14.6,2.681021529
15,2.708050201
27.6,3.317815773
20.4,3.015534901
35.8,3.577947893
19.1,2.949688335
13,2.564949357
14.8,2.694627181
31.8,3.45946629
32.9,3.493472658
38.9,3.660994251
13.7,2.617395833
55.9,4.02356438
62,4.127134385
63.9,4.157319361
51.4,3.939638172
38.7,3.6558396
20.2,3.005682604
67.5,4.212127598
17.2,2.844909384
28.1,3.335769576
17,2.833213344
35.3,3.563882964
20.5,3.020424886
52.1,3.953164949
25.8,3.250374492
28.4,3.346389145
66.6,4.198704578
35.6,3.572345638
19.4,2.965273066
35.3,3.563882964
23.4,3.152736022
17.5,2.862200881
24.3,3.19047635
24.4,3.194583132
35.1,3.55820113
37,3.610917913
23.8,3.169685581
26.6,3.280911216
23.1,3.139832618
31,3.433987204
89.8,4.497584975
29.4,3.380994674
24.5,3.198673118
17.7,2.87356464
13,2.564949357
17.8,2.879198457
14.8,2.694627181
21.7,3.077312261
12.3,2.509599262
10.9,2.388762789
19.7,2.980618636
13.2,2.58021683
55.9,4.02356438
12.6,2.533696814
18.1,2.895911938
15.4,2.734367509
13.8,2.624668592
66.5,4.197201948
51.7,3.945457782
23.3,3.148453361
16.2,2.785011242
26.2,3.265759411
40.7,3.706228092
19.2,2.954910279
40.2,3.693866996
15.8,2.76000994
28.9,3.363841595
20.2,3.005682604
48.4,3.879499814
22.8,3.126760536
28.9,3.363841595
32.8,3.490428515
39.3,3.671224519
15.4,2.734367509
19.1,2.949688335
19.5,2.970414466
22.3,3.104586678
19.9,2.990719732
7.2,1.974081026
30.8,3.42751469
134.7,4.903050083
24.3,3.19047635
11.7,2.459588842
26.2,3.265759411
22.8,3.126760536
9.9,2.292534757
10.5,2.351375257
20.3,3.010620886
20.8,3.034952987
16,2.772588722
20.9,3.039749159
16.7,2.815408719
20.9,3.039749159
40.3,3.696351469
13.6,2.610069793
15.3,2.727852828
14,2.63905733
12.9,2.557227311
14.9,2.701361213
92.2,4.523960131
17.3,2.850706502
24,3.17805383
29.9,3.39785848
22.5,3.113515309
21.7,3.077312261
26.4,3.27336401
15.4,2.734367509
13.2,2.58021683
18,2.890371758
14.8,2.694627181
30.3,3.411147713
39.3,3.671224519
16.3,2.791165108
20.1,3.000719815
12.1,2.493205453
14.3,2.660259537
36.4,3.594568775
13.6,2.610069793
7.4,2.00148
13.6,2.610069793
38.4,3.64805746
41.6,3.728100167
35.5,3.569532696
11.8,2.468099531
16.5,2.803360381
57,4.043051268
100.1,4.606169686
56.4,4.032469159
21.9,3.086486637
23.9,3.173878459
21.1,3.04927304
27.2,3.303216973
25.3,3.230804396
77.3,4.347693956
17.4,2.856470206
16.7,2.815408719
20.5,3.020424886
9.8,2.282382386
10.4,2.341805806
12.8,2.549445171
23.6,3.161246712
17.6,2.867898902
11.2,2.415913778
17.7,2.87356464
8.6,2.151762203
10.2,2.32238772
36,3.583518938
17.5,2.862200881
21.4,3.063390922
15.5,2.740840024
20.1,3.000719815
19.7,2.980618636
12.1,2.493205453
21.1,3.04927304
12.5,2.525728644
12.6,2.533696814
14.7,2.687847494
14.8,2.694627181
16.8,2.821378886
13.8,2.624668592
100.5,4.610157727
20.6,3.025291076
11.5,2.442347035
11.6,2.451005098
18.6,2.923161581
10,2.302585093
14.1,2.646174797
15.2,2.721295428
14.3,2.660259537
8.5,2.140066163
14,2.63905733
52.1,3.953164949
21.1,3.04927304
20.2,3.005682604
37,3.610917913
15.6,2.747270914
23.9,3.173878459
18.6,2.923161581
15,2.708050201
12.9,2.557227311
68.7,4.229749199
95.8,4.562262685
8.5,2.140066163
20.9,3.039749159
17.9,2.884800713
21.4,3.063390922
27.4,3.310543013
26.2,3.265759411
13.3,2.587764035
118.6,4.775756487
18.1,2.895911938
21.1,3.04927304
20.9,3.039749159
30.7,3.424262655
26.6,3.280911216
21.3,3.058707073
60.9,4.109233175
15.6,2.747270914
87,4.465908119
17,2.833213344
29.8,3.394508394
34.2,3.532225644
29.3,3.377587516
32.8,3.490428515
29,3.36729583
34.7,3.546739687
41.7,3.730501129
33.2,3.502549876
66.1,4.191168747
21.1,3.04927304
22.1,3.095577609
20.1,3.000719815
26.1,3.261935314
36.7,3.602776755
27.7,3.321432413
22.4,3.109060959
27,3.295836866
23.7,3.165475048
21.1,3.04927304
47.2,3.854393893
33.6,3.514526067
73.1,4.291828367
88.6,4.484131858
95.5,4.559126247
69.4,4.239886868
26.6,3.280911216
30.1,3.404525172
43.5,3.772760938
33.5,3.511545439
45.5,3.817712326
34.8,3.549617387
32.2,3.471966453
69.1,4.235554731
32.4,3.478158423
46.5,3.839452313
25.7,3.246490992
21,3.044522438
29.3,3.377587516
45.4,3.815512105
30.3,3.411147713
24.2,3.186352633
50.4,3.919991175
19.6,2.975529566
13.1,2.57261223
41.3,3.7208625
27.6,3.317815773
40.4,3.698829785
43.5,3.772760938
37.8,3.632309103
102.8,4.632785353
13.8,2.624668592
15.7,2.753660712
7.6,2.028148247
16.9,2.827313622
43.2,3.765840495
136.3,4.914858339
23.2,3.144152279
10.6,2.360854001
41.8,3.73289634
23.6,3.161246712
15.6,2.747270914
18.6,2.923161581
29,3.36729583
10.8,2.379546134
37.2,3.616308761
119.6,4.784152842
19.1,2.949688335
12.7,2.541601993
78.3,4.360547603
288.5,5.664695086
204,5.318119994
61,4.110873864
61.6,4.120661871
34.4,3.538056564
30.5,3.417726684
42.5,3.749504076
27.3,3.306886702
32.7,3.487375078
41.9,3.735285827
63.1,4.14472077
43,3.761200116
296,5.690359454
84.2,4.433194921
62.6,4.136765278
29.5,3.384390263
25,3.218875825
28.7,3.356897123
36.5,3.597312261
18.1,2.895911938
31.4,3.446807893
23.2,3.144152279
33.6,3.514526067
41.5,3.725693427
30.5,3.417726684
46.4,3.837299459
23.4,3.152736022
17.1,2.839078464
28.3,3.342861805
20.4,3.015534901
17.2,2.844909384
26.8,3.288401888
20.2,3.005682604
51,3.931825633
24.4,3.194583132
27.2,3.303216973
17.2,2.844909384
31.6,3.453157121
48.3,3.877431561
136.4,4.915591745
16.8,2.821378886
17,2.833213344
17.5,2.862200881
34.9,3.552486829
27.9,3.328626689
22,3.091042453
20.2,3.005682604
16.4,2.797281335
17.2,2.844909384
22,3.091042453
28.4,3.346389145
18.5,2.917770732
17.1,2.839078464
26.6,3.280911216
18.9,2.939161922
25.4,3.234749174
38.7,3.6558396
18.6,2.923161581
20.8,3.034952987
21.5,3.068052935
131.4,4.878246106
38.2,3.642835516
18.3,2.90690106
24.5,3.198673118
48.9,3.889777396
44.5,3.795489189
45.3,3.813307032
33.4,3.5085559
20.6,3.025291076
16.8,2.821378886
16.4,2.797281335
17.5,2.862200881
20.5,3.020424886
29.1,3.370738174
74.7,4.313480092
26.3,3.269568939
29.7,3.391147046
18.3,2.90690106
33.2,3.502549876
40.9,3.711130063
20.1,3.000719815
23.3,3.148453361
30.3,3.411147713
23.6,3.161246712
26.3,3.269568939
48.9,3.889777396
42.5,3.749504076
27.9,3.328626689
37.4,3.621670704
38,3.63758616
27.7,3.321432413
41,3.713572067
16.4,2.797281335
14.4,2.667228207
34.4,3.538056564
16.8,2.821378886
27,3.295836866
29.2,3.374168709
27.2,3.303216973
36,3.583518938
23.5,3.157000421
39.5,3.676300672
37.1,3.61361697
14.7,2.687847494
28.7,3.356897123
17.1,2.839078464
27.5,3.314186005
26.9,3.292126287
15.1,2.714694744
40.6,3.703768067
124.3,4.822697999
42.1,3.740047741
59.3,4.082609306
32.7,3.487375078
29.3,3.377587516
17.1,2.839078464
20.9,3.039749159
18.1,2.895911938
17.2,2.844909384
19,2.944438979
20.4,3.015534901
18.3,2.90690106
17.8,2.879198457
17.5,2.862200881
18.2,2.901421594
20.5,3.020424886
22.6,3.117949906
17.5,2.862200881
18.8,2.93385687
36,3.583518938
20.2,3.005682604
20.8,3.034952987
20.6,3.025291076
38.1,3.640214282
20.4,3.015534901
20.4,3.015534901
436.3,6.07833008
22.8,3.126760536
87.3,4.469350463
39.3,3.671224519
146.9,4.989752083
36,3.583518938
40.8,3.708682081
22.7,3.122364924
33.8,3.520460802
27.4,3.310543013
28.6,3.353406718
530.2,6.273254294
17.9,2.884800713
23.8,3.169685581
15.7,2.753660712
27.7,3.321432413
27.3,3.306886702
21.7,3.077312261
18.8,2.93385687
24.6,3.202746443
28.6,3.353406718
276.9,5.62365643
45.3,3.813307032
27.6,3.317815773
30.9,3.430756184
27.9,3.328626689
28.1,3.335769576
93.6,4.539030383
21.9,3.086486637
68.8,4.231203745
123.3,4.81462041
405.7,6.00561397
45.4,3.815512105
33.1,3.499533282
27.5,3.314186005
96.9,4.573679519
25.6,3.242592351
39.9,3.686376324
24.3,3.19047635
28.1,3.335769576
28.6,3.353406718
27.9,3.328626689
20.8,3.034952987
24.4,3.194583132
23.8,3.169685581
84.7,4.439115602
76.9,4.342505877
27.8,3.325036021
43,3.761200116
24,3.17805383
29.2,3.374168709
33.5,3.511545439
25.5,3.238678452
75.8,4.328098293
37.6,3.62700405
48.4,3.879499814
112.3,4.721173862
31,3.433987204
34,3.526360525
35.8,3.577947893
30.1,3.404525172
37.1,3.61361697
23.6,3.161246712
46,3.828641396
36.5,3.597312261
28,3.33220451
22.6,3.117949906
22.6,3.117949906
30.7,3.424262655
37.5,3.624340933
29.9,3.39785848
22.9,3.131136911
31.5,3.449987546
67.8,4.216562195
54.9,4.005513349
83.4,4.423648309
43.1,3.763522997
37.8,3.632309103
28.6,3.353406718
19.6,2.975529566
28.9,3.363841595
22.7,3.122364924
54.3,3.994524227
32.7,3.487375078
53.6,3.981549068
57.3,4.048300624
107.2,4.674696249
32.5,3.481240089
115.5,4.74927053
28,3.33220451
30.1,3.404525172
188.1,5.236973736
863,6.760414691
102.8,4.632785353
56.2,4.028916757
75.8,4.328098293
47.8,3.867025639
22.8,3.126760536
38.5,3.650658241
36.3,3.591817741
24.8,3.210843653
37.9,3.634951112
20.4,3.015534901
45.4,3.815512105
42.7,3.75419892
29.5,3.384390263
47.1,3.852273001
59.2,4.080921542
27.2,3.303216973
34.8,3.549617387
33.8,3.520460802
54.6,4.000033883
22.5,3.113515309
30.3,3.411147713
23.6,3.161246712
22.8,3.126760536
28.3,3.342861805
993.2,6.900932054
136.8,4.918520005
36.7,3.602776755
87.3,4.469350463
34,3.526360525
51.5,3.941581808
45.8,3.824284091
23.7,3.165475048
34,3.526360525
27.9,3.328626689
111.5,4.714024591
20.7,3.0301337
22.3,3.104586678
85.2,4.445001434
20.3,3.010620886
34.4,3.538056564
20.9,3.039749159
22,3.091042453
31.2,3.440418095
96.7,4.571613402
130.6,4.872139217
48.4,3.879499814
246.7,5.508173024
28.2,3.339321978
26.2,3.265759411
48.1,3.873282177
1023.6,6.931081104
275.7,5.619313318
57.9,4.058717385
18.3,2.90690106
44.2,3.788724789
20.8,3.034952987
45.6,3.819907717
388.6,5.962550537
75.6,4.325456283
62.2,4.130355
31.6,3.453157121
64.1,4.160444364
53.8,3.985273467
92.2,4.523960131
36.6,3.60004824
36.4,3.594568775
23.5,3.157000421
30.3,3.411147713
369.9,5.913232699
70.3,4.252771799
176.6,5.173887288
707.9,6.562302841
197.7,5.28675073
46.1,3.83081295
45.7,3.822098298
78.3,4.360547603
63.5,4.151039906
36.7,3.602776755
133.6,4.894850261
40.9,3.711130063
102,4.624972813
37.2,3.616308761
27.6,3.317815773
29.6,3.387774361
28.1,3.335769576
32.4,3.478158423
43.2,3.765840495
91.3,4.514150788
83.4,4.423648309
35.8,3.577947893
38.4,3.64805746
40.9,3.711130063
20.7,3.0301337
32.4,3.478158423
29.4,3.380994674
34.8,3.549617387
26.5,3.277144733
29.7,3.391147046
36.9,3.608211551
265.7,5.582367853
39.1,3.666122467
45.2,3.811097087
26.9,3.292126287
23,3.135494216
19.7,2.980618636
23.2,3.144152279
45.3,3.813307032
97.3,4.577798989
51,3.931825633
38.2,3.642835516
41.7,3.730501129
78.2,4.359269648
252.5,5.531411249
61.7,4.122283931
118.9,4.778282804
56.7,4.037774211
58.7,4.072439727
21.5,3.068052935
21.1,3.04927304
34.2,3.532225644
27,3.295836866
165,5.105945474
91.9,4.520701029
28.5,3.349904087
62.4,4.133565275
91.9,4.520701029
50.6,3.923951576
54.2,3.992680908
16.8,2.821378886
79.8,4.379523504
40.7,3.706228092
71.3,4.266896327
31.3,3.443618098
45.5,3.817712326
24.4,3.194583132
19.4,2.965273066
67.7,4.21508618
37,3.610917913
36.1,3.586292865
20.3,3.010620886
58.4,4.06731589
20.1,3.000719815
24.2,3.186352633
37,3.610917913
36.7,3.602776755
22.7,3.122364924
46.8,3.845883203
32.6,3.484312288
22.6,3.117949906
17.7,2.87356464
27.4,3.310543013
29.4,3.380994674
17.3,2.850706502
17.7,2.87356464
16.4,2.797281335
17.7,2.87356464
21.5,3.068052935
48.6,3.883623531
31,3.433987204
23,3.135494216
63.6,4.15261347
24.5,3.198673118
124.5,4.824305716
38.2,3.642835516
61.9,4.12552018
28.3,3.342861805
19.1,2.949688335
18,2.890371758
60.3,4.099332104
33.2,3.502549876
20,2.995732274
20.4,3.015534901
20.8,3.034952987
115.2,4.746669748
60.4,4.100989105
31.8,3.45946629
26,3.258096538
18.9,2.939161922
34.1,3.529297384
22.4,3.109060959
19.1,2.949688335
70.9,4.261270434
35.3,3.563882964
100.3,4.608165695
133.6,4.894850261
19.2,2.954910279
44.8,3.802208139
28.5,3.349904087
109.7,4.697749367
102.3,4.627909673
19.5,2.970414466
29.8,3.394508394
35,3.555348061
58.9,4.075841091
19.3,2.960105096
51,3.931825633
25.7,3.246490992
26.8,3.288401888
34.2,3.532225644
48.7,3.88567903
30.2,3.407841924
26.9,3.292126287
33.5,3.511545439
25.3,3.230804396
1579.7,7.364990235
195.3,5.274536838
188.3,5.238036436
87.6,4.472780998
260.2,5.561450566
71.7,4.272490748
38.1,3.640214282
19.1,2.949688335
17.7,2.87356464
58.7,4.072439727
67.2,4.207673248
39.6,3.678829118
228.5,5.43153621
36.1,3.586292865
20.6,3.025291076
14.5,2.674148649
18.4,2.912350665
16.3,2.791165108
22.7,3.122364924
95.3,4.557029811
24,3.17805383
58.8,4.074141855
19.9,2.990719732
9.9,2.292534757
24.4,3.194583132
30.4,3.414442608
19.6,2.975529566
35,3.555348061
12.5,2.525728644
20.7,3.0301337
98.9,4.594109239
24.2,3.186352633
69.4,4.239886868
79.8,4.379523504
50.4,3.919991175
45.1,3.808882247
21.9,3.086486637
39.7,3.681351188
98.6,4.591071262
19.9,2.990719732
91,4.510859507
35.5,3.569532696
50.5,3.921973336
13.9,2.63188884
18,2.890371758
18.6,2.923161581
40.4,3.698829785
11.8,2.468099531
18.4,2.912350665
17.1,2.839078464
30.1,3.404525172
369.4,5.911880068
46.3,3.835141961
40.9,3.711130063
23.7,3.165475048
20.6,3.025291076
36.7,3.602776755
53,3.970291914
21,3.044522438
23.1,3.139832618
28.4,3.346389145
20.1,3.000719815
35.5,3.569532696
53.7,3.983413002
23.5,3.157000421
19.1,2.949688335
22.4,3.109060959
28.5,3.349904087
95.3,4.557029811
40.4,3.698829785
32.8,3.490428515
20.9,3.039749159
42.7,3.75419892
98.7,4.592084946
34.3,3.535145354
30.9,3.430756184
31.1,3.437207819
43.3,3.768152635
25.1,3.222867846
26.4,3.27336401
32.4,3.478158423
25.9,3.254242969
17.5,2.862200881
23.3,3.148453361
22.5,3.113515309
14.2,2.653241965
26.8,3.288401888
28,3.33220451
13.9,2.63188884
22.3,3.104586678
14.4,2.667228207
24.5,3.198673118
17.3,2.850706502
26.1,3.261935314
20.4,3.015534901
23.2,3.144152279
20.5,3.020424886
23.3,3.148453361
13.6,2.610069793
13.5,2.602689685
21.5,3.068052935
42.6,3.751854253
25.4,3.234749174
20.7,3.0301337
28.4,3.346389145
31.3,3.443618098
44.3,3.790984677
24,3.17805383
26.4,3.27336401
5.5,1.704748092
17.5,2.862200881
170.7,5.13990763
13.1,2.57261223
19.3,2.960105096
25.4,3.234749174
71.8,4.273884476
20.1,3.000719815
35.2,3.561046083
172.3,5.149237144
27.1,3.299533728
33.8,3.520460802
23.5,3.157000421
237.8,5.471429984
33.3,3.505557397
24.4,3.194583132
32.6,3.484312288
44.5,3.795489189
26.7,3.284663565
86.2,4.456670178
33.2,3.502549876
22.4,3.109060959
22.5,3.113515309
18.3,2.90690106
15.9,2.766319109
22.3,3.104586678
8.4,2.128231706
7.2,1.974081026
30,3.401197382
32.8,3.490428515
20.6,3.025291076
34.4,3.538056564
95,4.553876892
46.1,3.83081295
156.6,5.053694784
21,3.044522438
59.6,4.087655574
22.7,3.122364924
34.6,3.543853682
21.3,3.058707073
151.4,5.019925341
45.1,3.808882247
17.7,2.87356464
51,3.931825633
32.6,3.484312288
20.5,3.020424886
23.1,3.139832618
32.1,3.46885603
20.3,3.010620886
20.1,3.000719815
30.3,3.411147713
30.2,3.407841924
142.3,4.957937505
117,4.762173935
49.4,3.899950424
64,4.158883083
42.9,3.758871826
18.6,2.923161581
23.7,3.165475048
22.3,3.104586678
23,3.135494216
22.9,3.131136911
16.4,2.797281335
20.7,3.0301337
15,2.708050201
25.2,3.226843995
13,2.564949357
16.7,2.815408719
31.4,3.446807893
6.9,1.931521412
31.8,3.45946629
16.7,2.815408719
20.9,3.039749159
23.1,3.139832618
26.4,3.27336401
24.4,3.194583132
28.6,3.353406718
29.8,3.394508394
60,4.094344562
26.7,3.284663565
30.7,3.424262655
18.7,2.928523524
17.2,2.844909384
22.1,3.095577609
25.5,3.238678452
18.5,2.917770732
33.8,3.520460802
43.9,3.78191432
34.9,3.552486829
19.7,2.980618636
55.6,4.018183201
16.9,2.827313622
22.8,3.126760536
31.7,3.456316681
28.9,3.363841595
50.4,3.919991175
33,3.496507561
17.2,2.844909384
21.3,3.058707073
28.5,3.349904087
15.1,2.714694744
29.6,3.387774361
29.9,3.39785848
23.1,3.139832618
37.7,3.629660094
27.1,3.299533728
11.7,2.459588842
23.1,3.139832618
16.6,2.809402695
40.9,3.711130063
18.9,2.939161922
29.3,3.377587516
44,3.784189634
27.6,3.317815773
46.5,3.839452313
32.6,3.484312288
27.8,3.325036021
36.4,3.594568775
33.8,3.520460802
25.8,3.250374492
64.9,4.172847624
31.9,3.46260601
20.3,3.010620886
23.4,3.152736022
14.4,2.667228207
30.3,3.411147713
43.7,3.777348102
76.8,4.34120464
114.7,4.742320024
36.8,3.605497845
23.3,3.148453361
26.2,3.265759411
62,4.127134385
21.2,3.054001182
31.3,3.443618098
23.1,3.139832618
30.2,3.407841924
24.8,3.210843653
46.7,3.843744165
29.5,3.384390263
22.3,3.104586678
31.1,3.437207819
526.1,6.265491309
29.8,3.394508394
98.2,4.587006215
9.1,2.208274414
20.5,3.020424886
60.2,4.097672352
71.6,4.271095074
33.5,3.511545439
355,5.872117789
44.2,3.788724789
79,4.369447852
62,4.127134385
18.2,2.901421594
15.7,2.753660712
23.9,3.173878459
16.9,2.827313622
18.2,2.901421594
18,2.890371758
22.7,3.122364924
25.1,3.222867846
21.4,3.063390922
27.2,3.303216973
46.8,3.845883203
9.4,2.240709689
15.3,2.727852828
12.1,2.493205453
21.2,3.054001182
17,2.833213344
13.7,2.617395833
14.1,2.646174797
13.7,2.617395833
18.9,2.939161922
16,2.772588722
21.6,3.072693315
9.5,2.251291799
12.6,2.533696814
20.9,3.039749159
14.8,2.694627181
12.8,2.549445171
7.7,2.041220329
19,2.944438979
19.8,2.985681938
14.2,2.653241965
45.9,3.826465117
15.3,2.727852828
25.1,3.222867846
15.3,2.727852828
25,3.218875825
22.2,3.100092289
26.4,3.27336401
47.6,3.862832761
54.3,3.994524227
22.9,3.131136911
16.5,2.803360381
19.8,2.985681938
13.1,2.57261223
20.7,3.0301337
33.2,3.502549876
19.6,2.975529566
11,2.397895273
15.8,2.76000994
12.7,2.541601993
15.9,2.766319109
14.7,2.687847494
18.4,2.912350665
24.2,3.186352633
22.5,3.113515309
23.2,3.144152279
8.7,2.163323026
20.9,3.039749159
20.9,3.039749159
82.2,4.409155302
21,3.044522438
29.8,3.394508394
27.1,3.299533728
39.4,3.673765816
30.2,3.407841924
57,4.043051268
15.5,2.740840024
23.9,3.173878459
40.2,3.693866996
30.5,3.417726684
30.1,3.404525172
22.4,3.109060959
21.8,3.08190997
32.1,3.46885603
17.8,2.879198457
17.1,2.839078464
22.4,3.109060959
13.5,2.602689685
9.2,2.219203484
28.2,3.339321978
15.3,2.727852828
12.1,2.493205453
12.6,2.533696814
48.6,3.883623531
27.4,3.310543013
23.7,3.165475048
39.3,3.671224519
46.6,3.841600541
29.5,3.384390263
25.6,3.242592351
42.4,3.747148362
46.3,3.835141961
